18,9,16,18,22,53,55,68,71,86,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11,1,4,16,18,20,53,57,68,71,86,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,11,1,16,18,20,36,37,55,68,71,84,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11,1,16,27,28,32,36,55,61,63,76,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11,16,17,28,32,36,54,61,63,78,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,1,4,6,9,16,18,20,53,57,68,73,84,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,13,1,4,6,16,18,20,36,37,57,68,73,84,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,1,4,16,18,20,29,33,36,56,74,80,90,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,13,1,4,16,18,20,43,45,50,52,70,78,97,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,1,16,26,28,33,36,41,45,48,58,62,84,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13,16,17,28,29,34,36,38,55,60,61,63,78,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,13,16,17,28,32,36,48,49,54,62,76,93,99,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,15,1,4,6,9,11,14,16,18,20,53,57,68,73,84,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,15,1,4,6,9,11,16,18,20,36,37,57,68,73,86,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,15,1,2,4,8,16,18,20,29,35,36,56,74,82,91,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,15,1,16,17,18,22,27,41,43,49,50,53,55,71,86,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,15,1,16,17,18,24,28,32,36,54,61,63,71,72,78,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,15,1,4,6,16,18,20,48,49,52,60,64,69,77,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,15,1,16,26,28,30,36,39,40,44,48,63,69,71,80,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,15,16,17,28,29,34,36,38,52,57,59,60,61,63,76,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,15,16,17,28,29,34,36,38,48,49,54,60,63,76,93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,15,16,17,28,29,34,36,39,54,61,63,78,80,82,88,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,15,16,17,28,30,36,39,40,44,48,52,63,69,71,80,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,17,1,6,16,17,18,22,26,41,43,49,50,53,57,59,73,86,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,17,1,16,17,18,22,26,28,30,36,38,60,61,62,74,79,81,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,17,1,16,17,18,22,26,28,30,36,39,48,49,62,74,77,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,17,1,2,16,17,18,24,31,36,42,44,50,54,66,75,77,85,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,17,1,3,4,6,16,18,20,38,39,42,49,52,62,69,77,81,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,17,1,2,16,26,31,36,42,44,51,58,60,63,68,71,74,80,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,17,16,17,19,21,26,28,29,34,36,38,52,54,60,67,80,91,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,17,16,17,19,20,26,28,29,30,32,34,36,61,62,78,83,98,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,17,16,17,28,29,34,36,38,41,45,48,52,58,60,62,84,97,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,17,16,17,28,29,34,36,39,48,49,54,62,76,80,82,88,99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,17,16,17,28,30,36,38,52,62,65,88,89,91,95,96,100,102,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,19,1,7,8,16,17,18,22,26,28,30,36,38,60,61,62,74,77,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,19,1,2,16,17,18,22,26,28,29,31,36,58,61,62,74,79,81,85,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,19,1,4,16,17,18,19,20,22,28,32,36,57,61,62,69,71,72,78,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19,1,2,16,17,18,22,26,31,36,41,43,49,50,56,59,71,86,88,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19,1,16,17,18,19,20,22,28,32,36,52,58,67,68,70,81,84,95,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,19,1,2,6,16,17,18,22,26,31,36,58,60,62,66,69,77,83,85,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,19,1,16,18,20,28,29,34,35,36,37,55,60,63,64,72,75,86,103,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,1,2,5,16,17,18,24,31,36,42,44,50,54,61,75,78,85,92,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,19,1,2,3,4,6,16,18,20,29,38,42,49,52,62,69,76,83,98,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,19,1,2,16,26,31,36,42,44,51,58,60,62,68,70,74,80,93,99,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,19,16,17,19,20,27,28,29,30,32,34,36,52,61,62,76,78,79,83,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,19,16,17,28,29,30,31,34,36,38,52,61,66,72,74,75,76,79,81,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19,16,17,26,27,28,29,30,31,34,36,39,67,72,74,75,76,79,81,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,19,16,17,28,29,30,31,34,36,38,40,42,48,51,52,69,70,83,85,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,19,16,17,18,21,26,28,29,34,35,36,37,40,45,48,58,60,66,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,16,17,28,29,30,32,34,36,40,44,48,52,62,69,70,82,88,99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,19,16,17,28,29,34,35,36,37,41,44,48,54,60,66,76,85,92,101,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,19,16,17,26,27,28,29,34,36,38,50,51,58,61,66,70,74,81,87,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,19,16,17,26,27,28,30,36,38,62,65,76,79,88,89,91,95,96,100,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,21,1,2,4,5,16,17,18,19,20,22,28,34,36,57,61,64,69,70,73,78,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
